"","Municipio.Fato","Natureza.Ocorrencia","mes_data","bo"
"17117","PARANATINGA","FURTO",2016-07-01,25
"17118","PEDRA PRETA","FURTO",2016-07-01,15
"17119","PEIXOTO DE AZEVEDO","FURTO",2016-07-01,44
"17120","PLANALTO DA SERRA","FURTO",2016-07-01,1
"17121","POCONE","FURTO",2016-07-01,34
"17122","PONTAL DO ARAGUAIA","FURTO",2016-07-01,12
"17123","PONTE BRANCA","FURTO",2016-07-01,2
"17124","PONTES E LACERDA","FURTO",2016-07-01,41
"17125","PORTO ALEGRE DO NORTE","FURTO",2016-07-01,9
"17126","PORTO DOS GAUCHOS","FURTO",2016-07-01,3
"17127","PORTO ESPERIDIAO","FURTO",2016-07-01,7
"17128","POXOREO","FURTO",2016-07-01,15
"17129","PRIMAVERA DO LESTE","FURTO",2016-07-01,76
"17130","QUERENCIA","FURTO",2016-07-01,15
"17131","RESERVA DO CABACAL","FURTO",2016-07-01,2
"17132","RIBEIRAO CASCALHEIRA","FURTO",2016-07-01,7
"17133","RIBEIRAOZINHO","FURTO",2016-07-01,3
"17134","RIO BRANCO","FURTO",2016-07-01,3
"17135","RONDOLANDIA","FURTO",2016-07-01,2
"17136","RONDONOPOLIS","FURTO",2016-07-01,243
"17137","ROSARIO OESTE","FURTO",2016-07-01,18
"17138","SALTO DO CEU","FURTO",2016-07-01,2
"17139","SANTA CARMEN","FURTO",2016-07-01,4
"17140","SANTA CRUZ DO XINGU","FURTO",2016-07-01,4
"17141","SANTA RITA DO TRIVELATO","FURTO",2016-07-01,2
"17142","SANTA TEREZINHA","FURTO",2016-07-01,2
"17143","SANTO AFONSO","FURTO",2016-07-01,1
"17144","SANTO ANTONIO DO LESTE","FURTO",2016-07-01,6
"17145","SANTO ANTONIO DO LEVERGER","FURTO",2016-07-01,15
"17146","SAO FELIX DO ARAGUAIA","FURTO",2016-07-01,5
"17147","SAO JOSE DO POVO","FURTO",2016-07-01,7
"17148","SAO JOSE DO RIO CLARO","FURTO",2016-07-01,28
"17149","SAO JOSE DO XINGU","FURTO",2016-07-01,13
"17150","SAO JOSE DOS QUATRO MARCOS","FURTO",2016-07-01,9
"17151","SAO PEDRO DA CIPA","FURTO",2016-07-01,1
"17152","SAPEZAL","FURTO",2016-07-01,34
"17153","SERRA NOVA DOURADA","FURTO",2016-07-01,3
"17154","SINOP","FURTO",2016-07-01,225
"17155","SORRISO","FURTO",2016-07-01,118
"17156","TABAPORA","FURTO",2016-07-01,6
"17157","TANGARA DA SERRA","FURTO",2016-07-01,138
"17158","TAPURAH","FURTO",2016-07-01,24
"17159","TERRA NOVA DO NORTE","FURTO",2016-07-01,5
"17160","TESOURO","FURTO",2016-07-01,3
"17161","TORIXOREU","FURTO",2016-07-01,1
"17162","UNIAO DO SUL","FURTO",2016-07-01,4
"17163","VALE DE SAO DOMINGOS","FURTO",2016-07-01,1
"17164","VARZEA GRANDE","FURTO",2016-07-01,340
"17165","VERA","FURTO",2016-07-01,11
"17166","VILA BELA DA SS TRINDADE","FURTO",2016-07-01,13
"17167","VILA RICA","FURTO",2016-07-01,16
"17168","AGUA BOA","HOMICÍDIO DOLOSO",2016-07-01,4
"17169","ALTA FLORESTA","HOMICÍDIO DOLOSO",2016-07-01,6
"17170","ALTO ARAGUAIA","HOMICÍDIO DOLOSO",2016-07-01,4
"17171","ALTO GARCAS","HOMICÍDIO DOLOSO",2016-07-01,1
"17172","BARRA DO BUGRES","HOMICÍDIO DOLOSO",2016-07-01,1
"17173","CACERES","HOMICÍDIO DOLOSO",2016-07-01,7
"17174","CAMPO NOVO DO PARECIS","HOMICÍDIO DOLOSO",2016-07-01,2
"17175","CAMPO VERDE","HOMICÍDIO DOLOSO",2016-07-01,4
"17176","CLAUDIA","HOMICÍDIO DOLOSO",2016-07-01,3
"17177","COLNIZA","HOMICÍDIO DOLOSO",2016-07-01,1
"17178","CONFRESA","HOMICÍDIO DOLOSO",2016-07-01,3
"17179","CUIABA","HOMICÍDIO DOLOSO",2016-07-01,55
"17180","DIAMANTINO","HOMICÍDIO DOLOSO",2016-07-01,4
"17181","GAUCHA DO NORTE","HOMICÍDIO DOLOSO",2016-07-01,1
"17182","GUARANTA DO NORTE","HOMICÍDIO DOLOSO",2016-07-01,1
"17183","ITIQUIRA","HOMICÍDIO DOLOSO",2016-07-01,2
"17184","JACIARA","HOMICÍDIO DOLOSO",2016-07-01,3
"17185","JAURU","HOMICÍDIO DOLOSO",2016-07-01,3
"17186","JUARA","HOMICÍDIO DOLOSO",2016-07-01,2
"17187","JUINA","HOMICÍDIO DOLOSO",2016-07-01,7
"17188","LUCAS DO RIO VERDE","HOMICÍDIO DOLOSO",2016-07-01,4
"17189","MATUPA","HOMICÍDIO DOLOSO",2016-07-01,3
"17190","MIRASSOL D""OESTE","HOMICÍDIO DOLOSO",2016-07-01,2
"17191","NOBRES","HOMICÍDIO DOLOSO",2016-07-01,2
"17192","NOVA BANDEIRANTE","HOMICÍDIO DOLOSO",2016-07-01,4
"17193","NOVA CANAA DO NORTE","HOMICÍDIO DOLOSO",2016-07-01,4
"17194","NOVA MARINGA","HOMICÍDIO DOLOSO",2016-07-01,1
"17195","NOVA MUTUM","HOMICÍDIO DOLOSO",2016-07-01,3
"17196","PARANAITA","HOMICÍDIO DOLOSO",2016-07-01,1
"17197","PARANATINGA","HOMICÍDIO DOLOSO",2016-07-01,4
"17198","PEIXOTO DE AZEVEDO","HOMICÍDIO DOLOSO",2016-07-01,4
"17199","POCONE","HOMICÍDIO DOLOSO",2016-07-01,4
"17200","PONTES E LACERDA","HOMICÍDIO DOLOSO",2016-07-01,3
"17201","PORTO ESPERIDIAO","HOMICÍDIO DOLOSO",2016-07-01,2
"17202","PORTO ESTRELA","HOMICÍDIO DOLOSO",2016-07-01,1
"17203","PRIMAVERA DO LESTE","HOMICÍDIO DOLOSO",2016-07-01,4
"17204","RIBEIRAO CASCALHEIRA","HOMICÍDIO DOLOSO",2016-07-01,1
"17205","RONDONOPOLIS","HOMICÍDIO DOLOSO",2016-07-01,22
"17206","ROSARIO OESTE","HOMICÍDIO DOLOSO",2016-07-01,2
"17207","SANTA RITA DO TRIVELATO","HOMICÍDIO DOLOSO",2016-07-01,1
"17208","SAO FELIX DO ARAGUAIA","HOMICÍDIO DOLOSO",2016-07-01,1
"17209","SAO JOSE DO XINGU","HOMICÍDIO DOLOSO",2016-07-01,1
"17210","SAO JOSE DOS QUATRO MARCOS","HOMICÍDIO DOLOSO",2016-07-01,1
"17211","SAPEZAL","HOMICÍDIO DOLOSO",2016-07-01,1
"17212","SINOP","HOMICÍDIO DOLOSO",2016-07-01,14
"17213","SORRISO","HOMICÍDIO DOLOSO",2016-07-01,5
"17214","TABAPORA","HOMICÍDIO DOLOSO",2016-07-01,1
"17215","TANGARA DA SERRA","HOMICÍDIO DOLOSO",2016-07-01,6
"17216","VARZEA GRANDE","HOMICÍDIO DOLOSO",2016-07-01,31
"17217","VERA","HOMICÍDIO DOLOSO",2016-07-01,1
"17218","VILA BELA DA SS TRINDADE","HOMICÍDIO DOLOSO",2016-07-01,2
"17219","VILA RICA","HOMICÍDIO DOLOSO",2016-07-01,1
"17220","CUIABA","LESÃO CORPORAL SEGUIDA DE MORTE",2016-07-01,1
"17221","RONDONOPOLIS","LESÃO CORPORAL SEGUIDA DE MORTE",2016-07-01,4
"17222","ROSARIO OESTE","LESÃO CORPORAL SEGUIDA DE MORTE",2016-07-01,1
"17223","SORRISO","LESÃO CORPORAL SEGUIDA DE MORTE",2016-07-01,1
"17224","VARZEA GRANDE","LESÃO CORPORAL SEGUIDA DE MORTE",2016-07-01,1
"17225","ACORIZAL","ROUBO",2016-07-01,1
"17226","AGUA BOA","ROUBO",2016-07-01,4
"17227","ALTA FLORESTA","ROUBO",2016-07-01,34
"17228","ALTO ARAGUAIA","ROUBO",2016-07-01,5
"17229","ALTO GARCAS","ROUBO",2016-07-01,1
"17230","ALTO PARAGUAI","ROUBO",2016-07-01,3
"17231","ALTO TAQUARI","ROUBO",2016-07-01,2
"17232","ARAGUAINHA","ROUBO",2016-07-01,1
"17233","ARAPUTANGA","ROUBO",2016-07-01,1
"17234","ARENAPOLIS","ROUBO",2016-07-01,6
"17235","ARIPUANA","ROUBO",2016-07-01,3
"17236","BARRA DO BUGRES","ROUBO",2016-07-01,19
"17237","BARRA DO GARCAS","ROUBO",2016-07-01,30
"17238","BRASNORTE","ROUBO",2016-07-01,1
"17239","CACERES","ROUBO",2016-07-01,40
"17240","CAMPO NOVO DO PARECIS","ROUBO",2016-07-01,20
"17241","CAMPO VERDE","ROUBO",2016-07-01,17
"17242","CAMPOS DE JULIO","ROUBO",2016-07-01,2
"17243","CHAPADA DOS GUIMARAES","ROUBO",2016-07-01,6
"17244","CLAUDIA","ROUBO",2016-07-01,7
"17245","COLIDER","ROUBO",2016-07-01,35
"17246","COMODORO","ROUBO",2016-07-01,1
"17247","CONFRESA","ROUBO",2016-07-01,2
"17248","CUIABA","ROUBO",2016-07-01,1078
"17249","CURVELANDIA","ROUBO",2016-07-01,1
"17250","DENISE","ROUBO",2016-07-01,1
"17251","DIAMANTINO","ROUBO",2016-07-01,8
"17252","DOM AQUINO","ROUBO",2016-07-01,2
"17253","FELIZ NATAL","ROUBO",2016-07-01,1
"17254","GAUCHA DO NORTE","ROUBO",2016-07-01,2
"17255","GUARANTA DO NORTE","ROUBO",2016-07-01,9
"17256","GUIRATINGA","ROUBO",2016-07-01,1
"17257","IPIRANGA DO NORTE","ROUBO",2016-07-01,3
"17258","ITIQUIRA","ROUBO",2016-07-01,1
"17259","JACIARA","ROUBO",2016-07-01,8
"17260","JANGADA","ROUBO",2016-07-01,3
"17261","JAURU","ROUBO",2016-07-01,1
"17262","JUINA","ROUBO",2016-07-01,11
"17263","JUSCIMEIRA","ROUBO",2016-07-01,3
"17264","LUCAS DO RIO VERDE","ROUBO",2016-07-01,67
"17265","MARCELANDIA","ROUBO",2016-07-01,3
"17266","MATUPA","ROUBO",2016-07-01,7
"17267","MIRASSOL D""OESTE","ROUBO",2016-07-01,11
"17268","NOBRES","ROUBO",2016-07-01,10
"17269","NORTELANDIA","ROUBO",2016-07-01,2
"17270","NOSSA SRA DO LIVRAMENTO","ROUBO",2016-07-01,7
"17271","NOVA CANAA DO NORTE","ROUBO",2016-07-01,1
"17272","NOVA MARINGA","ROUBO",2016-07-01,4
"17273","NOVA MUTUM","ROUBO",2016-07-01,42
"17274","NOVA OLIMPIA","ROUBO",2016-07-01,4
"17275","NOVA SANTA HELENA","ROUBO",2016-07-01,3
"17276","NOVA XAVANTINA","ROUBO",2016-07-01,6
"17277","PARANAITA","ROUBO",2016-07-01,2
"17278","PARANATINGA","ROUBO",2016-07-01,1
"17279","PEDRA PRETA","ROUBO",2016-07-01,6
"17280","PEIXOTO DE AZEVEDO","ROUBO",2016-07-01,11
"17281","POCONE","ROUBO",2016-07-01,40
"17282","PONTAL DO ARAGUAIA","ROUBO",2016-07-01,4
"17283","PONTES E LACERDA","ROUBO",2016-07-01,16
"17284","PORTO ALEGRE DO NORTE","ROUBO",2016-07-01,1
"17285","PORTO ESPERIDIAO","ROUBO",2016-07-01,1
"17286","POXOREO","ROUBO",2016-07-01,6
"17287","PRIMAVERA DO LESTE","ROUBO",2016-07-01,36
"17288","RIBEIRAO CASCALHEIRA","ROUBO",2016-07-01,1
"17289","RIBEIRAOZINHO","ROUBO",2016-07-01,1
"17290","RONDONOPOLIS","ROUBO",2016-07-01,317
"17291","ROSARIO OESTE","ROUBO",2016-07-01,6
"17292","SANTA TEREZINHA","ROUBO",2016-07-01,1
"17293","SANTO ANTONIO DO LEVERGER","ROUBO",2016-07-01,5
"17294","SAO FELIX DO ARAGUAIA","ROUBO",2016-07-01,1
"17295","SAO JOSE DO RIO CLARO","ROUBO",2016-07-01,1
"17296","SAO JOSE DO XINGU","ROUBO",2016-07-01,1
"17297","SAO JOSE DOS QUATRO MARCOS","ROUBO",2016-07-01,5
"17298","SAO PEDRO DA CIPA","ROUBO",2016-07-01,1
"17299","SAPEZAL","ROUBO",2016-07-01,10
"17300","SINOP","ROUBO",2016-07-01,76
"17301","SORRISO","ROUBO",2016-07-01,55
"17302","TABAPORA","ROUBO",2016-07-01,1
"17303","TANGARA DA SERRA","ROUBO",2016-07-01,43
"17304","TAPURAH","ROUBO",2016-07-01,3
"17305","TERRA NOVA DO NORTE","ROUBO",2016-07-01,2
"17306","TORIXOREU","ROUBO",2016-07-01,2
"17307","VARZEA GRANDE","ROUBO",2016-07-01,463
"17308","VILA BELA DA SS TRINDADE","ROUBO",2016-07-01,1
"17309","ALTO PARAGUAI","ROUBO SEGUIDO DE MORTE",2016-07-01,1
"17310","CUIABA","ROUBO SEGUIDO DE MORTE",2016-07-01,4
"17311","JAURU","ROUBO SEGUIDO DE MORTE",2016-07-01,1
"17312","MARCELANDIA","ROUBO SEGUIDO DE MORTE",2016-07-01,1
"17313","PARANAITA","ROUBO SEGUIDO DE MORTE",2016-07-01,1
"17314","POCONE","ROUBO SEGUIDO DE MORTE",2016-07-01,1
"17315","POXOREO","ROUBO SEGUIDO DE MORTE",2016-07-01,1
"17316","PRIMAVERA DO LESTE","ROUBO SEGUIDO DE MORTE",2016-07-01,1
"17317","RONDONOPOLIS","ROUBO SEGUIDO DE MORTE",2016-07-01,1
"17318","SINOP","ROUBO SEGUIDO DE MORTE",2016-07-01,1
"17319","VARZEA GRANDE","ROUBO SEGUIDO DE MORTE",2016-07-01,2
"17320","ACORIZAL","FURTO",2016-08-01,4
"17321","AGUA BOA","FURTO",2016-08-01,42
"17322","ALTA FLORESTA","FURTO",2016-08-01,59
"17323","ALTO ARAGUAIA","FURTO",2016-08-01,45
"17324","ALTO BOA VISTA","FURTO",2016-08-01,1
"17325","ALTO GARCAS","FURTO",2016-08-01,16
"17326","ALTO PARAGUAI","FURTO",2016-08-01,7
"17327","ALTO TAQUARI","FURTO",2016-08-01,13
"17328","APIACAS","FURTO",2016-08-01,8
"17329","ARAGUAIANA","FURTO",2016-08-01,1
"17330","ARAGUAINHA","FURTO",2016-08-01,1
"17331","ARAPUTANGA","FURTO",2016-08-01,30
"17332","ARENAPOLIS","FURTO",2016-08-01,12
"17333","ARIPUANA","FURTO",2016-08-01,11
"17334","BARAO DE MELGACO","FURTO",2016-08-01,2
"17335","BARRA DO BUGRES","FURTO",2016-08-01,30
"17336","BARRA DO GARCAS","FURTO",2016-08-01,134
"17337","BOM JESUS DO ARAGUAIA","FURTO",2016-08-01,11
"17338","BRASNORTE","FURTO",2016-08-01,14
"17339","CACERES","FURTO",2016-08-01,114
"17340","CAMPINAPOLIS","FURTO",2016-08-01,8
"17341","CAMPO NOVO DO PARECIS","FURTO",2016-08-01,38
"17342","CAMPO VERDE","FURTO",2016-08-01,66
"17343","CAMPOS DE JULIO","FURTO",2016-08-01,8
"17344","CANABRAVA DO NORTE","FURTO",2016-08-01,6
"17345","CANARANA","FURTO",2016-08-01,19
"17346","CARLINDA","FURTO",2016-08-01,4
"17347","CASTANHEIRA","FURTO",2016-08-01,3
"17348","CHAPADA DOS GUIMARAES","FURTO",2016-08-01,50
"17349","CLAUDIA","FURTO",2016-08-01,21
"17350","COCALINHO","FURTO",2016-08-01,7
"17351","COLIDER","FURTO",2016-08-01,22
"17352","COLNIZA","FURTO",2016-08-01,17
"17353","COMODORO","FURTO",2016-08-01,20
"17354","CONFRESA","FURTO",2016-08-01,36
"17355","CONQUISTA DOESTE","FURTO",2016-08-01,1
"17356","COTRIGUACU","FURTO",2016-08-01,11
"17357","CUIABA","FURTO",2016-08-01,1410
"17358","CURVELANDIA","FURTO",2016-08-01,7
"17359","DENISE","FURTO",2016-08-01,5
"17360","DIAMANTINO","FURTO",2016-08-01,28
"17361","DOM AQUINO","FURTO",2016-08-01,9
"17362","FELIZ NATAL","FURTO",2016-08-01,10
"17363","GAUCHA DO NORTE","FURTO",2016-08-01,13
"17364","GENERAL CARNEIRO","FURTO",2016-08-01,5
"17365","GLORIA DOESTE","FURTO",2016-08-01,1
"17366","GUARANTA DO NORTE","FURTO",2016-08-01,30
"17367","GUIRATINGA","FURTO",2016-08-01,7
"17368","INDIAVAI","FURTO",2016-08-01,1
"17369","IPIRANGA DO NORTE","FURTO",2016-08-01,4
"17370","ITANHANGA","FURTO",2016-08-01,6
"17371","ITAUBA","FURTO",2016-08-01,7
"17372","ITIQUIRA","FURTO",2016-08-01,6
"17373","JACIARA","FURTO",2016-08-01,44
"17374","JANGADA","FURTO",2016-08-01,13
"17375","JAURU","FURTO",2016-08-01,7
"17376","JUARA","FURTO",2016-08-01,36
"17377","JUINA","FURTO",2016-08-01,105
"17378","JURUENA","FURTO",2016-08-01,5
"17379","JUSCIMEIRA","FURTO",2016-08-01,17
"17380","LAMBARI DOESTE","FURTO",2016-08-01,4
"17381","LUCAS DO RIO VERDE","FURTO",2016-08-01,147
"17382","LUCIARA","FURTO",2016-08-01,1
"17383","MARCELANDIA","FURTO",2016-08-01,12
"17384","MATUPA","FURTO",2016-08-01,13
"17385","MIRASSOL D""OESTE","FURTO",2016-08-01,28
"17386","NOBRES","FURTO",2016-08-01,17
"17387","NORTELANDIA","FURTO",2016-08-01,10
"17388","NOSSA SRA DO LIVRAMENTO","FURTO",2016-08-01,9
"17389","NOVA BANDEIRANTE","FURTO",2016-08-01,4
"17390","NOVA CANAA DO NORTE","FURTO",2016-08-01,6
"17391","NOVA GUARITA","FURTO",2016-08-01,2
"17392","NOVA LACERDA","FURTO",2016-08-01,2
"17393","NOVA MARINGA","FURTO",2016-08-01,7
"17394","NOVA MONTEVERDE","FURTO",2016-08-01,2
"17395","NOVA MUTUM","FURTO",2016-08-01,56
"17396","NOVA NAZARE","FURTO",2016-08-01,5
"17397","NOVA OLIMPIA","FURTO",2016-08-01,15
"17398","NOVA SANTA HELENA","FURTO",2016-08-01,5
"17399","NOVA UBIRATA","FURTO",2016-08-01,5
"17400","NOVA XAVANTINA","FURTO",2016-08-01,14
"17401","NOVO HORIZONTE DO NORTE","FURTO",2016-08-01,2
"17402","NOVO MUNDO","FURTO",2016-08-01,3
"17403","NOVO SANTO ANTONIO","FURTO",2016-08-01,3
"17404","NOVO SAO JOAQUIM","FURTO",2016-08-01,1
"17405","PARANAITA","FURTO",2016-08-01,30
"17406","PARANATINGA","FURTO",2016-08-01,27
"17407","PEDRA PRETA","FURTO",2016-08-01,16
"17408","PEIXOTO DE AZEVEDO","FURTO",2016-08-01,47
"17409","POCONE","FURTO",2016-08-01,33
"17410","PONTAL DO ARAGUAIA","FURTO",2016-08-01,12
"17411","PONTE BRANCA","FURTO",2016-08-01,2
"17412","PONTES E LACERDA","FURTO",2016-08-01,58
"17413","PORTO ALEGRE DO NORTE","FURTO",2016-08-01,16
"17414","PORTO DOS GAUCHOS","FURTO",2016-08-01,1
"17415","PORTO ESPERIDIAO","FURTO",2016-08-01,3
"17416","PORTO ESTRELA","FURTO",2016-08-01,5
"17417","POXOREO","FURTO",2016-08-01,20
"17418","PRIMAVERA DO LESTE","FURTO",2016-08-01,82
"17419","QUERENCIA","FURTO",2016-08-01,15
"17420","RESERVA DO CABACAL","FURTO",2016-08-01,1
"17421","RIBEIRAO CASCALHEIRA","FURTO",2016-08-01,20
"17422","RIO BRANCO","FURTO",2016-08-01,3
"17423","RONDOLANDIA","FURTO",2016-08-01,4
"17424","RONDONOPOLIS","FURTO",2016-08-01,285
"17425","ROSARIO OESTE","FURTO",2016-08-01,36
"17426","SALTO DO CEU","FURTO",2016-08-01,1
"17427","SANTA CARMEN","FURTO",2016-08-01,2
"17428","SANTA CRUZ DO XINGU","FURTO",2016-08-01,3
"17429","SANTA TEREZINHA","FURTO",2016-08-01,7
"17430","SANTO AFONSO","FURTO",2016-08-01,5
"17431","SANTO ANTONIO DO LESTE","FURTO",2016-08-01,4
"17432","SANTO ANTONIO DO LEVERGER","FURTO",2016-08-01,17
"17433","SAO FELIX DO ARAGUAIA","FURTO",2016-08-01,7
"17434","SAO JOSE DO POVO","FURTO",2016-08-01,4
"17435","SAO JOSE DO RIO CLARO","FURTO",2016-08-01,15
"17436","SAO JOSE DO XINGU","FURTO",2016-08-01,6
"17437","SAO JOSE DOS QUATRO MARCOS","FURTO",2016-08-01,11
"17438","SAO PEDRO DA CIPA","FURTO",2016-08-01,3
"17439","SAPEZAL","FURTO",2016-08-01,41
"17440","SERRA NOVA DOURADA","FURTO",2016-08-01,1
"17441","SINOP","FURTO",2016-08-01,237
"17442","SORRISO","FURTO",2016-08-01,114
"17443","TABAPORA","FURTO",2016-08-01,11
"17444","TANGARA DA SERRA","FURTO",2016-08-01,189
"17445","TAPURAH","FURTO",2016-08-01,7
"17446","TERRA NOVA DO NORTE","FURTO",2016-08-01,2
"17447","TESOURO","FURTO",2016-08-01,5
"17448","TORIXOREU","FURTO",2016-08-01,2
"17449","UNIAO DO SUL","FURTO",2016-08-01,6
"17450","VALE DE SAO DOMINGOS","FURTO",2016-08-01,1
"17451","VARZEA GRANDE","FURTO",2016-08-01,358
"17452","VERA","FURTO",2016-08-01,12
"17453","VILA BELA DA SS TRINDADE","FURTO",2016-08-01,15
"17454","VILA RICA","FURTO",2016-08-01,9
"17455","AGUA BOA","HOMICÍDIO DOLOSO",2016-08-01,1
"17456","ALTA FLORESTA","HOMICÍDIO DOLOSO",2016-08-01,3
"17457","ALTO ARAGUAIA","HOMICÍDIO DOLOSO",2016-08-01,1
"17458","ALTO GARCAS","HOMICÍDIO DOLOSO",2016-08-01,2
"17459","ALTO PARAGUAI","HOMICÍDIO DOLOSO",2016-08-01,1
"17460","APIACAS","HOMICÍDIO DOLOSO",2016-08-01,1
"17461","ARAPUTANGA","HOMICÍDIO DOLOSO",2016-08-01,1
"17462","ARIPUANA","HOMICÍDIO DOLOSO",2016-08-01,2
"17463","BARAO DE MELGACO","HOMICÍDIO DOLOSO",2016-08-01,1
"17464","BARRA DO GARCAS","HOMICÍDIO DOLOSO",2016-08-01,4
"17465","BRASNORTE","HOMICÍDIO DOLOSO",2016-08-01,1
"17466","CACERES","HOMICÍDIO DOLOSO",2016-08-01,5
"17467","CAMPINAPOLIS","HOMICÍDIO DOLOSO",2016-08-01,1
"17468","CAMPO NOVO DO PARECIS","HOMICÍDIO DOLOSO",2016-08-01,2
"17469","CAMPO VERDE","HOMICÍDIO DOLOSO",2016-08-01,3
"17470","CANABRAVA DO NORTE","HOMICÍDIO DOLOSO",2016-08-01,1
"17471","CANARANA","HOMICÍDIO DOLOSO",2016-08-01,3
"17472","CARLINDA","HOMICÍDIO DOLOSO",2016-08-01,1
"17473","CASTANHEIRA","HOMICÍDIO DOLOSO",2016-08-01,1
"17474","CHAPADA DOS GUIMARAES","HOMICÍDIO DOLOSO",2016-08-01,2
"17475","COLIDER","HOMICÍDIO DOLOSO",2016-08-01,1
"17476","COLNIZA","HOMICÍDIO DOLOSO",2016-08-01,4
"17477","CONFRESA","HOMICÍDIO DOLOSO",2016-08-01,1
"17478","CUIABA","HOMICÍDIO DOLOSO",2016-08-01,64
"17479","DENISE","HOMICÍDIO DOLOSO",2016-08-01,1
"17480","DIAMANTINO","HOMICÍDIO DOLOSO",2016-08-01,2
"17481","DOM AQUINO","HOMICÍDIO DOLOSO",2016-08-01,1
"17482","FELIZ NATAL","HOMICÍDIO DOLOSO",2016-08-01,1
"17483","GUARANTA DO NORTE","HOMICÍDIO DOLOSO",2016-08-01,5
"17484","GUIRATINGA","HOMICÍDIO DOLOSO",2016-08-01,2
"17485","ITANHANGA","HOMICÍDIO DOLOSO",2016-08-01,2
"17486","JACIARA","HOMICÍDIO DOLOSO",2016-08-01,1
"17487","JANGADA","HOMICÍDIO DOLOSO",2016-08-01,1
"17488","JURUENA","HOMICÍDIO DOLOSO",2016-08-01,1
"17489","JUSCIMEIRA","HOMICÍDIO DOLOSO",2016-08-01,1
"17490","LUCAS DO RIO VERDE","HOMICÍDIO DOLOSO",2016-08-01,4
"17491","MARCELANDIA","HOMICÍDIO DOLOSO",2016-08-01,1
"17492","MATUPA","HOMICÍDIO DOLOSO",2016-08-01,3
"17493","MIRASSOL D""OESTE","HOMICÍDIO DOLOSO",2016-08-01,2
"17494","NOBRES","HOMICÍDIO DOLOSO",2016-08-01,6
"17495","NOSSA SRA DO LIVRAMENTO","HOMICÍDIO DOLOSO",2016-08-01,1
"17496","NOVA BANDEIRANTE","HOMICÍDIO DOLOSO",2016-08-01,3
"17497","NOVA GUARITA","HOMICÍDIO DOLOSO",2016-08-01,1
"17498","NOVA LACERDA","HOMICÍDIO DOLOSO",2016-08-01,2
"17499","NOVA MUTUM","HOMICÍDIO DOLOSO",2016-08-01,4
"17500","NOVA OLIMPIA","HOMICÍDIO DOLOSO",2016-08-01,1
"17501","NOVO MUNDO","HOMICÍDIO DOLOSO",2016-08-01,1
"17502","PARANATINGA","HOMICÍDIO DOLOSO",2016-08-01,3
"17503","PEIXOTO DE AZEVEDO","HOMICÍDIO DOLOSO",2016-08-01,7
"17504","POCONE","HOMICÍDIO DOLOSO",2016-08-01,5
"17505","PONTES E LACERDA","HOMICÍDIO DOLOSO",2016-08-01,3
"17506","PORTO ALEGRE DO NORTE","HOMICÍDIO DOLOSO",2016-08-01,1
"17507","PORTO ESPERIDIAO","HOMICÍDIO DOLOSO",2016-08-01,2
"17508","PRIMAVERA DO LESTE","HOMICÍDIO DOLOSO",2016-08-01,1
"17509","RONDONOPOLIS","HOMICÍDIO DOLOSO",2016-08-01,20
"17510","ROSARIO OESTE","HOMICÍDIO DOLOSO",2016-08-01,2
"17511","SANTA CRUZ DO XINGU","HOMICÍDIO DOLOSO",2016-08-01,1
"17512","SANTA TEREZINHA","HOMICÍDIO DOLOSO",2016-08-01,1
"17513","SAO JOSE DO RIO CLARO","HOMICÍDIO DOLOSO",2016-08-01,1
"17514","SAO JOSE DO XINGU","HOMICÍDIO DOLOSO",2016-08-01,2
"17515","SAO JOSE DOS QUATRO MARCOS","HOMICÍDIO DOLOSO",2016-08-01,3
"17516","SINOP","HOMICÍDIO DOLOSO",2016-08-01,15
"17517","SORRISO","HOMICÍDIO DOLOSO",2016-08-01,10
"17518","TANGARA DA SERRA","HOMICÍDIO DOLOSO",2016-08-01,11
"17519","TAPURAH","HOMICÍDIO DOLOSO",2016-08-01,1
"17520","VARZEA GRANDE","HOMICÍDIO DOLOSO",2016-08-01,32
"17521","VILA RICA","HOMICÍDIO DOLOSO",2016-08-01,2
"17522","CACERES","LESÃO CORPORAL SEGUIDA DE MORTE",2016-08-01,1
"17523","CUIABA","LESÃO CORPORAL SEGUIDA DE MORTE",2016-08-01,1
"17524","JACIARA","LESÃO CORPORAL SEGUIDA DE MORTE",2016-08-01,1
"17525","LUCAS DO RIO VERDE","LESÃO CORPORAL SEGUIDA DE MORTE",2016-08-01,1
"17526","PONTAL DO ARAGUAIA","LESÃO CORPORAL SEGUIDA DE MORTE",2016-08-01,1
"17527","ACORIZAL","ROUBO",2016-08-01,1
"17528","AGUA BOA","ROUBO",2016-08-01,1
"17529","ALTA FLORESTA","ROUBO",2016-08-01,28
"17530","ALTO ARAGUAIA","ROUBO",2016-08-01,3
"17531","ALTO BOA VISTA","ROUBO",2016-08-01,2
"17532","ALTO GARCAS","ROUBO",2016-08-01,2
"17533","ALTO PARAGUAI","ROUBO",2016-08-01,3
"17534","ARAPUTANGA","ROUBO",2016-08-01,3
"17535","ARENAPOLIS","ROUBO",2016-08-01,6
"17536","ARIPUANA","ROUBO",2016-08-01,1
"17537","BARRA DO BUGRES","ROUBO",2016-08-01,8
"17538","BARRA DO GARCAS","ROUBO",2016-08-01,26
"17539","BOM JESUS DO ARAGUAIA","ROUBO",2016-08-01,3
"17540","BRASNORTE","ROUBO",2016-08-01,3
